Country,ISO code,Period,Year,Sex,Non-standard age groups,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65+,Including consensual unions,Source type,Source,Survey Name,Note on non-standard age groups,Note on country or population,Note on data source
Sao Tome and Principe,678,Around 1995,1991,Men,,1.9,26.8,61.1,74.4,77.8,77.7,71.6,68.7,62.5,59.5,48.1,x,Census,UNSD,,,,
Sao Tome and Principe,678,Around 1995,1991,Women,,19.7,56.8,67.9,71.5,69.8,69.9,65.9,57.6,51.1,40.3,24.1,x,Census,UNSD,,,,
Sao Tome and Principe,678,Around 2005,2001,Women,,19.4,56.7,72.6,75,73.1,69.6,66.6,58.2,50.9,39.8,25.4,x,Census,UNSD,,,,
Sao Tome and Principe,678,Latest,2008,Men,,0.7,24,63.4,77.5,81.7,80.9,75.3,88.5,77,,,x,Survey,DHS,Sao Tome and Principe 2008-2009 Demographic and Health Survey,,,
Sao Tome and Principe,678,Latest,2008,Women,,19.8,62,82.2,83,86.7,85.8,73.9,,,,,x,Survey,DHS,Sao Tome and Principe 2008-2009 Demographic and Health Survey,,,
Saudi Arabia,682,Around 1985,1987,Men,,1,23.7,70.3,90.7,96.1,96.8,97.8,98.3,97.8,,,,Survey,National statistics,Saudi Arabia 1987 Child Health Survey,,Data pertain to nationals of the country.,
Saudi Arabia,682,Around 1985,1987,Women,,15.4,58.2,82.6,83.2,89.9,86.6,84.4,71.7,66.2,,,,Survey,National statistics,Saudi Arabia 1987 Child Health Survey,,Data pertain to nationals of the country.,
Saudi Arabia,682,Around 1995,1996,Men,,0.3,9.7,50.8,85.2,93.8,97.5,97.4,97.1,96.4,95.9,91.1,,Survey,GFHS,Saudi Arabia 1996 Family Health Survey,,Data pertain to nationals of the country.,
Saudi Arabia,682,Around 1995,1996,Women,,7.2,38.8,74.5,89.1,91.5,92,88.3,76.8,66.8,56.2,39.6,,Survey,GFHS,Saudi Arabia 1996 Family Health Survey,,Data pertain to nationals of the country.,
Saudi Arabia,682,..,1999,Men,,0.3,9.3,41.7,74.3,89.7,94.8,97.3,97.6,98,96.8,91.2,,Survey,UNSD,Saudi Arabia 1999 Demographic Survey,,Data pertain to nationals of the country.,
Saudi Arabia,682,..,1999,Women,,5.7,33.1,66.9,78.8,86.7,87.8,84.9,77.3,70.5,62,37.2,,Survey,UNSD,Saudi Arabia 1999 Demographic Survey,,Data pertain to nationals of the country.,
Saudi Arabia,682,Around 2005,2004,Men,,1.2,12.8,61.4,86.5,94,96.4,97.1,97.4,97.4,97,92.6,,Census,National statistics,,,Data pertain to nationals of the country.,
Saudi Arabia,682,Around 2005,2004,Women,,7.8,41.7,74.8,89.3,92.4,92.2,89.1,82.9,77.7,68.5,48,,Census,National statistics,,,Data pertain to nationals of the country.,
Saudi Arabia,682,Latest,2007,Men,,0.3,12.2,58.7,85.6,92.4,95,96.8,96.6,97.6,96.1,91.8,,Survey,National statistics,Saudi Arabia 2007 Demographic Survey,,Data pertain to nationals of the country.,
Saudi Arabia,682,Latest,2007,Women,,3.9,39.2,71.3,85.4,89,90.8,90.7,89.5,82.1,77.4,40.4,,Survey,National statistics,Saudi Arabia 2007 Demographic Survey,,Data pertain to nationals of the country.,
Senegal,686,..,1976,Men,,1.1,12,42.5,72.5,83.8,88.6,90.8,91.4,91.8,90.8,86.2,x,Census,UNSD,,,,
Senegal,686,..,1976,Women,,37.3,72.6,88.1,92,90.1,85.4,79.5,63.8,53.6,26.8,13.7,x,Census,UNSD,,,,
Senegal,686,Around 1985,1988,Men,,2.3,14.6,43.1,70.8,84.8,90.3,91.9,93,92.6,92.8,88.1,,Census,UNSD,,,,
Senegal,686,Around 1985,1988,Women,,40.8,66.2,83,87.8,89,86.7,80.6,73.9,61.3,53,31,,Census,UNSD,,,,
Senegal,686,Around 1995,1997,Men,,,7.5,35,60.9,81.5,91.7,90.8,92.3,95.3,94.5,94.6,x,Survey,DHS,Senegal 1997 Demographic and Health Survey,,,
Senegal,686,Around 1995,1997,Women,,27.9,59.5,77.1,88.3,90.3,92.4,93.2,,,,,x,Survey,DHS,Senegal 1997 Demographic and Health Survey,,,
Senegal,686,Around 2005,2002,Men,,11.2,17.7,39,64.5,80.7,88.8,93.2,94.7,95.9,95.7,94.2,x,Census,UNSD,,,,
Senegal,686,Around 2005,2002,Women,,31.5,56.3,75,83.9,88.4,89.5,89,85.2,81.1,71.5,54.4,x,Census,UNSD,,,,
Senegal,686,Latest,2010,Men,,0.7,5.4,35,64.2,78.9,92,91,91.4,96.3,,,x,Survey,DHS,Senegal  2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,,,
Senegal,686,Latest,2010,Women,,24.3,60,77.5,84.9,88.8,86.4,86.9,,,,,x,Survey,DHS,Senegal  2010-2011 Enquête Démographique et de Santé à Indicateurs Multiples,,,
Serbia,688,Around 2005,2002,Men,,0.9,9.4,38.8,64,74.2,79.5,83.1,85.7,86.9,86,74.6,,Census,UNSD,,,Excluding data for Kosovo and Metohia.,
Serbia,688,Around 2005,2002,Women,,5.1,28.8,59,76.4,81.6,82.3,80.8,77.5,72.8,65.5,41.4,,Census,UNSD,,,Excluding data for Kosovo and Metohia.,
Seychelles,690,Around 1970,1971,Men,,0.7,11.9,39.3,47.7,57.9,64.4,61.5,66.3,68.3,64.3,63.1,,Census,UNSD,,,,
Seychelles,690,Around 1970,1971,Women,,5.6,29.4,51.4,55.7,56.2,60.4,59.2,56.6,50,45.7,29.9,,Census,UNSD,,,,
Seychelles,690,Around 1985,1987,Men,,0.7,18.7,49.5,66.8,72.2,76.2,73.9,71.3,72.5,67.9,62.1,,Census,UNSD,,,,
Seychelles,690,Around 1985,1987,Women,,5.6,35.9,60.9,69.4,73.4,76.8,71.8,67.8,62.8,56,37.8,,Census,UNSD,,,,
Seychelles,690,Around 1995,1994,Men,,1.2,18.3,48.6,64.1,72,72.6,74.5,72.7,71.1,71,66.4,x,Census,UNSD,,,,
Seychelles,690,Around 1995,1994,Women,,6.8,32.6,55.2,68.5,70.3,72.7,70.5,68.1,64.8,62.2,44.2,x,Census,UNSD,,,,
Seychelles,690,Around 2005,2002,Men,,1.6,18.3,43,59.4,67.8,70.3,71.8,69.2,72.9,64.3,60.1,x,Census,UNSD,,,,
Seychelles,690,Around 2005,2002,Women,,6.3,34.7,51.9,61,64,67.2,66.9,63.4,64.2,52.2,37.2,x,Census,UNSD,,,,
Sierra Leone,694,Around 1985,1985,Women,,58.2,81.4,89.3,91,90.7,87.4,83.1,76.4,69.3,61.9,40.8,,Census,National statistics,,,,
Sierra Leone,694,Around 1995,1992,Men,x,4.4,18.3,46.7,69.4,80.4,83.3,87.4,80.3,82.4,80,,,Survey,National statistics,Sierra Leone 1992 Demographic and Social Situation,Data shown for age group 60-64 pertain to age group 60+.,,
Sierra Leone,694,Around 1995,1992,Women,x,43.2,67.3,82.8,84,86.7,78.7,74.3,65.3,48.8,32,,,Survey,National statistics,Sierra Leone 1992 Demographic and Social Situation,Data shown for age group 60-64 pertain to age group 60+.,,
Sierra Leone,694,Around 2005,2004,Men,,5.1,22.3,53.2,74.9,84.9,86.8,89.4,88.8,89.7,87.4,84.7,x,Census,UNSD,,,,
Sierra Leone,694,Around 2005,2004,Women,,35.9,71,83.8,87.3,88.3,83.7,79.7,71.6,65.3,55.8,40,x,Census,UNSD,,,,
Sierra Leone,694,Latest,2008,Men,,0.9,19.7,63.3,82.6,91.1,90.2,92.7,91.4,93.5,,,x,Survey,DHS,Sierra Leone 2008 Demographic and Health Survey,,,
Sierra Leone,694,Latest,2008,Women,,29.9,68.4,87,86.2,90.3,87.8,83.1,,,,,x,Survey,DHS,Sierra Leone 2008 Demographic and Health Survey,,,
Singapore,702,Around 1970,1970,Men,,0.5,11.4,51.6,77.8,88.2,90.9,91.3,90.1,87.3,82.4,70.7,,Census,UNSD,,,,
Singapore,702,Around 1970,1970,Women,,4.8,35,76.2,87.8,89.8,87,81.3,70.8,58.7,44,22.7,,Census,UNSD,,,,
Singapore,702,Around 1985,1980,Men,,0.4,8,44.5,77.4,88,89.8,90.9,90.6,89.6,87,75.7,,Census,UNSD,,,,
Singapore,702,Around 1985,1980,Women,,2.3,25.8,64.8,80.7,86.9,86.6,82.9,75.3,65.6,53.3,29.5,,Census,UNSD,,,,
Singapore,702,Around 1995,1990,Men,,0.2,5.8,34.9,64.3,79.7,86.5,88.4,88.5,87.3,84.6,73.8,,Census,UNSD,,,,
Singapore,702,Around 1995,1990,Women,,1.3,21.1,58.9,76.2,81,82.2,83.1,79,71.6,58.4,33.3,,Census,UNSD,,,,
Singapore,702,Around 2005,2000,Men,,0.1,4,34.4,67,77.8,82,85.9,88.6,88.7,88.3,80.6,,Census,UNSD,,,,
Singapore,702,Around 2005,2000,Women,,1,15.7,58.4,77.9,80.6,80.5,78.9,77.7,74.7,68.2,40.3,,Census,UNSD,,,,
Singapore,702,Latest,2010,Men,,0.1,2.2,24.7,60.8,76.6,81,82.7,83.1,85.4,86.5,80.9,,Census,UNSD,,,Data pertain to nationals of the country and permanent residents.,Population statistics are compiled from registers.
Singapore,702,Latest,2010,Women,,0.4,7.5,44.2,71.7,77.8,79.3,79,76.3,73.5,69.4,42,,Census,UNSD,,,Data pertain to nationals of the country and permanent residents.,Population statistics are compiled from registers.
Slovakia,703,Around 1985,1980,Men,,1.2,29.6,74.1,84.8,86.7,87.7,88.6,89.4,89.2,88.4,74.9,,Census,National statistics,,,,
Slovakia,703,Around 1985,1980,Women,,7.2,59.8,82.1,86.1,86.7,85.9,83.1,78.3,70.6,61.5,34.4,,Census,National statistics,,,,
Slovakia,703,Around 1995,1991,Men,,1.3,29.2,68.6,79.5,83.2,85,85.8,86.3,86.9,86.1,74.9,,Census,UNSD,,,,
Slovakia,703,Around 1995,1991,Women,,6.9,57.8,80.9,84,83.4,82,79.8,76.3,69.2,59.6,31.4,,Census,UNSD,,,,
Slovakia,703,..,2001,Men,,0.4,11.7,46.5,68.6,75.3,78.1,80,82.3,83.6,84,75.2,,Census,UNSD,,,,
Slovakia,703,..,2001,Women,,1.8,27.2,63.3,76.8,79.4,78.7,76.4,73.5,68.6,60.3,31.4,,Census,UNSD,,,,
Slovakia,703,Around 2005,2006,Men,,0.2,6.5,30,57.6,68.9,72.6,75.2,78.1,81.2,83.4,80.7,,Estimate,UNSD,,,,
Slovakia,703,Around 2005,2006,Women,,1,15.6,46.8,67.6,73.2,74.4,74.2,72.1,68.8,62.2,35,,Estimate,UNSD,,,,
Slovakia,703,Latest,2010,Men,,0.2,4.1,22.1,48.3,63.2,68.3,71.3,74.6,78.3,81.8,83.9,,Estimate,UNSD,,,,
Slovakia,703,Latest,2010,Women,,1,10.6,37.6,60.1,68.4,70.4,71.3,70.7,68.1,63.6,37.7,,Estimate,UNSD,,,,
Slovenia,705,Around 1995,1991,Men,,0.5,10.9,46.8,69,76.5,80.2,83.2,84.5,85.8,85.4,76.5,,Census,UNSD,,,,
Slovenia,705,Around 1995,1991,Women,,2.1,33.1,67.3,78.9,80.5,80.5,79.2,75.1,68.6,58.5,29.7,,Census,UNSD,,,,
Slovenia,705,Around 2005,2002,Men,,0,2,18.1,44.4,59.2,64.1,64.3,70,76.1,79.3,52.5,,Estimate,UNSD,,,,
Slovenia,705,Around 2005,2002,Women,,0.3,7.5,35.6,61.6,70.9,69.4,71.6,71.3,69.3,65.6,40,,Estimate,UNSD,,,,
Slovenia,705,Latest,2011,Men,,0.1,2.9,17.1,40.9,58.1,67.1,72.1,75,76.2,78.4,76.8,x,Census,UNSD,,,,
Slovenia,705,Latest,2011,Women,,0.5,8,31.7,56.6,70,75.2,76.5,75.3,71.8,67.8,38.2,x,Census,UNSD,,,,
Solomon Islands,90,Around 1970,1970,Men,,2.1,20.4,53.8,74.4,82.2,84.6,85.4,84.2,80.8,77,62,,Census,UNSD,,,,
Solomon Islands,90,Around 1970,1970,Women,,15.3,57.2,78.4,84.6,86.5,83.6,79.7,70.6,63,49.6,32.8,,Census,UNSD,,,,
Solomon Islands,90,..,1976,Men,,4.4,31.9,63.8,80.2,84.7,86.2,85.6,85.2,81.2,79.3,65.3,,Census,UNSD,,,,
Solomon Islands,90,..,1976,Women,,25.3,64.8,80.8,85.9,85.7,84.4,79.6,75,64.2,55.2,36.5,,Census,UNSD,,,,
Solomon Islands,90,Around 1985,1986,Men,,3,30.9,67.4,84,88.9,89.9,88.8,87.4,85.7,83.4,70.1,,Census,US Census Bureau,,,,
Solomon Islands,90,Around 1985,1986,Women,,18.3,63,82.1,88.4,87.1,85.9,81.6,79.8,70.2,62.9,43.7,,Census,US Census Bureau,,,,
Solomon Islands,90,Latest,2007,Men,,0.4,24.8,64.2,85,96.4,96.4,94.4,,,,,x,Survey,National statistics,Solomon Islands 2006-2007 Demographic and Health Survey,,,
Solomon Islands,90,Latest,2007,Women,,12.5,53.4,80.7,88.8,89.8,92.8,82.6,,,,,x,Survey,National statistics,Solomon Islands 2006-2007 Demographic and Health Survey,,,
Somalia,706,Latest,2006,Women,,22.5,60.3,77.5,81.9,80.7,78.3,70.3,,,,,,Survey,MICS,Somalia 2006 Multiple Indicator Cluster Survey,,,
South Africa,710,..,1980,Men,,0.9,16.9,50.7,71.8,80.7,84.6,86.6,87,87,85,78.3,x,Census,UNSD,,,"Excluding Bophuthatswana, Transkei and Venda.",
South Africa,710,..,1980,Women,,5.5,34.8,60,71.3,76,75.8,74,69.8,64.5,55.2,36.3,x,Census,UNSD,,,"Excluding Bophuthatswana, Transkei and Venda.",
South Africa,710,Around 1985,1985,Men,,0.8,16.3,49.3,71.5,80.5,84.4,86.4,86.8,86.8,84.4,77.8,x,Census,UNSD,,,"Excluding Bophuthatswana, Ciskei, Transkei and Venda.",
South Africa,710,Around 1985,1985,Women,,5.1,32.9,57,68.8,73.7,74.1,72.7,68.6,63.8,55.6,36.4,x,Census,UNSD,,,"Excluding Bophuthatswana, Ciskei, Transkei and Venda.",
South Africa,710,Around 1995,1996,Men,,0.8,8.4,32.3,56.1,69,75.7,78.8,80.5,81.4,80.6,76.5,x,Census,UNSD,,,,
South Africa,710,Around 1995,1996,Women,,3.3,21.6,44.9,58.5,64.1,65.9,66.1,64.6,60.8,55.8,43.3,x,Census,UNSD,,,,
South Africa,710,Around 2005,2003,Men,,2,10.4,23.9,49.6,62,77.4,73.4,78.8,75.5,,,x,Survey,DHS,South Africa 2003 Demographic and Health Survey,,,
South Africa,710,Around 2005,2003,Women,,3.6,19.1,38.7,54.7,56.8,62.3,60.6,,,,,x,Survey,DHS,South Africa 2003 Demographic and Health Survey,,,
South Africa,710,Latest,2011,Men,,0.6,5,20.5,40.8,58.4,67.4,72.2,75.6,76.4,77.6,,x,Survey,National statistics,South Africa 2011 General Household Survey,,,
South Africa,710,Latest,2011,Women,,3.3,14.4,33.5,48,54.2,59.1,60.6,59.8,53.8,50.8,,x,Survey,National statistics,South Africa 2011 General Household Survey,,,
South Sudan,728,Latest,2008,Men,,8,23.6,51.3,73.3,85,89.6,92.7,91,92.5,90.2,85.3,,Census,National statistics,,,Data pertain to pre-secession Southern Sudan.,
South Sudan,728,Latest,2008,Women,,27.5,67.3,84,87.6,88.7,86.8,84.2,79.3,72.7,70.7,64.5,,Census,National statistics,,,Data pertain to pre-secession Southern Sudan.,
Spain,724,Around 1970,1970,Men,,0.6,9.5,53.8,80.5,86.1,88.3,89.6,89.7,88.4,85.4,71.1,,Census,UNSD,,,,
Spain,724,Around 1970,1970,Women,,3,31.4,72.7,84.9,86.2,84.4,81.6,75.7,68.7,59.3,33.5,,Census,UNSD,,,,
Spain,724,Around 1985,1981,Men,,1.6,18.1,62.6,81.4,86.2,87.9,88.1,87.9,87.8,86.6,73.8,,Census,UNSD,,,,
Spain,724,Around 1985,1981,Women,,5.3,39.7,75.9,85.1,87,86.7,84.4,79.8,73.6,64,35.7,,Census,UNSD,,,,
Spain,724,Around 1995,1991,Men,,0.7,8.9,41.5,72.3,82.1,85.5,87.3,87.6,87,86.2,77.5,,Census,UNSD,,,,
Spain,724,Around 1995,1991,Women,,2.3,21.7,59.1,78.6,83.8,85.1,85,83,78.6,71.3,40.7,,Census,UNSD,,,,
Spain,724,Latest,2001,Men,,0.4,3.3,21.6,51.6,68.9,76.8,80.4,82.5,84.2,84.9,78.6,,Census,UNSD,,,,Data exclude population in collective living quarters.
Spain,724,Latest,2001,Women,,1.1,8.5,35,63.6,73.9,77.1,78.2,78.8,77.6,73.8,45.8,,Census,UNSD,,,,Data exclude population in collective living quarters.
Sri Lanka,144,Around 1970,1971,Men,,0.6,13.3,46.2,73.4,85,88.7,89.1,88.2,86.9,83.8,76.3,x,Census,UNSD,,,,
Sri Lanka,144,Around 1970,1971,Women,,10.4,45.9,73.4,85.8,88.9,86.9,83.5,76.1,69.7,57.9,40.7,x,Census,UNSD,,,,
Sri Lanka,144,Around 1985,1981,Men,,0.9,16.2,48,74.3,86.2,89.9,90.5,90,89.1,86.4,79.3,,Census,UNSD,,,,
Sri Lanka,144,Around 1985,1981,Women,,9.7,43.7,67.9,81.2,86.1,86.1,83.6,78.6,72.7,63.6,47,,Census,UNSD,,,,
Sri Lanka,144,..,1987,Women,,6.5,40.6,66.2,80.7,83.1,83.3,80.8,,,,,,Survey,DHS,Sri Lanka 1987 Demographic and Health Survey,,,
Sri Lanka,144,Around 2005,2001,Men,,1.7,17.6,49.5,75.7,86.4,90,91.4,91.3,90.8,89.4,83.5,,Census,UNSD,,,Excluding data for seven districts due to the security concerns.,
Sri Lanka,144,Around 2005,2001,Women,,10.5,41.6,70.9,84.4,87.9,87,84.7,80.7,76.5,70.5,57.3,,Census,UNSD,,,Excluding data for seven districts due to the security concerns.,
Sri Lanka,144,Latest,2007,Women,,9,42.1,72.3,86,88.9,85.2,80.4,,,,,x,Survey,National statistics,Sri Lanka 2006-2007 Demographic and Health Survey,,,
State of Palestine,275,Around 1970,1967,Men,,2.2,28.8,69.2,90.5,94.2,95.9,95,95,95.1,93.3,86.2,,Census,US Census Bureau,,,,
State of Palestine,275,Around 1970,1967,Women,,17,59.4,83.7,87.8,89.8,86.7,84.5,73.1,73.1,56.2,30.8,,Census,US Census Bureau,,,,
State of Palestine,275,Around 1995,1997,Men,,2.4,31.6,73.1,92.7,97,97.9,98.2,97.8,97.4,96.4,88,,Census,UNSD,,,,
State of Palestine,275,Around 1995,1997,Women,,26.9,67.7,81.4,84.4,85.5,85.6,81.9,76.2,69.6,60.1,35.7,,Census,UNSD,,,,
State of Palestine,275,Around 2005,2000,Men,,0.6,16.6,58.7,87,95.2,96.7,98.5,97.9,99,97.6,87.2,,Survey,UNSD,State of Palestine 2000 Labour Force Survey,,,
State of Palestine,275,Around 2005,2000,Women,,13.4,49.6,72.2,79.7,78.4,78.1,76.6,73.2,74.1,57.8,36.8,,Survey,UNSD,State of Palestine 2000 Labour Force Survey,,,
State of Palestine,275,..,2004,Women,,13.2,57.8,75.4,83.5,84.2,86.8,82.6,,,,,,Survey,DHS,State of Palestine 2004 Demographic and Health Survey (national),,,
State of Palestine,275,Latest,2007,Men,,0.6,9.4,43.8,86.3,95.5,98,98.2,97.9,96.9,95.8,87.6,,Census,UNSD,,,,
State of Palestine,275,Latest,2007,Women,,6,39.8,74.4,83.4,85.4,85,83.7,80.3,73.5,63.2,37.1,,Census,UNSD,,,,
Sudan,729,Around 1970,1973,Men,x,4.2,28,62.7,81.7,88.9,90.8,91.1,90,85.1,,,,Census,UNSD,,Data shown for age group 55-59 pertain to age group 55+.,Data pertain to pre-secession Northern Sudan. Data pertain to urban and settled rural population only.,
Sudan,729,Around 1970,1973,Women,x,41,80.2,89.6,88.6,85.8,77.2,69.2,57.4,33.9,,,,Census,UNSD,,Data shown for age group 55-59 pertain to age group 55+.,Data pertain to pre-secession Northern Sudan. Data pertain to urban and settled rural population only.,
Sudan,729,Around 1985,1983,Men,,3.1,20.4,53,78.5,88.9,92.3,93.6,92.9,93.4,91.3,86.5,,Census,UNSD,,,Data pertain to pre-secession Northern Sudan.,Data pertain to household population only.
Sudan,729,Around 1985,1983,Women,,27.7,66.1,85.6,89.3,88.4,81.8,76.4,65.6,58.8,46.4,27.8,,Census,UNSD,,,Data pertain to pre-secession Northern Sudan.,Data pertain to household population only.
Sudan,729,..,1990,Women,,15.4,43.9,68,81.1,86.3,83.6,82.8,,,,,,Survey,DHS,Sudan 1989-1990 Demographic and Health Survey,,Data pertain to pre-secession Northern Sudan.,
Sudan,729,Around 1995,1993,Men,,1.7,13.5,41.7,65.7,83.8,91,92.8,93,93.9,92.2,87.4,,Census,UNSD,,,Data pertain to pre-secession Northern Sudan.,
Sudan,729,Around 1995,1993,Women,,19.7,52.1,75.6,83.1,87.2,83.5,79.2,68.2,63.6,50.9,31.6,,Census,UNSD,,,Data pertain to pre-secession Northern Sudan.,
Sudan,729,Latest,2008,Men,,2.8,18.5,46.9,69.1,83.3,89.1,92.1,92.8,93.1,92,89.2,,Census,National statistics,,,Data pertain to pre-secession Northern Sudan.,
Sudan,729,Latest,2008,Women,,23.4,57.8,76.8,82.6,86.2,84.6,83.2,77.3,72.7,63.9,49.2,,Census,National statistics,,,Data pertain to pre-secession Northern Sudan.,
Suriname,740,..,1964,Men,,2.8,35.2,70.2,81.1,85.4,84.3,82.5,81.5,80.6,74.6,62.9,x,Census,UNSD,,,,
Suriname,740,..,1964,Women,,19.3,58.8,75,77.8,76.6,74.1,68.1,64.4,57.3,49.8,33.4,x,Census,UNSD,,,,
Suriname,740,Latest,2004,Men,,0.5,4.9,19.7,33.8,42.8,48.7,52.3,55.8,58.9,59.9,53.9,,Census,UNSD,,,,
Suriname,740,Latest,2004,Women,,3.2,15.6,30.2,39.7,44.4,46.2,47.3,49,46.7,43,26.9,,Census,UNSD,,,,
Swaziland,748,Around 1985,1986,Men,x,0.2,14.9,,51.2,,68.2,,75.9,,78.6,,,Census,UNSD,,"Data pertain to age groups 10-19, 20-29, 30-39, 40-49, 50-59 and 60-69.",,Data are based on post enumeration survey.
Swaziland,748,Around 1985,1986,Women,x,1.7,30.1,,57.2,,67.1,,69.2,,66.1,,,Census,UNSD,,"Data pertain to age groups 10-19, 20-29, 30-39, 40-49, 50-59 and 60-69.",,Data are based on post enumeration survey.
Swaziland,748,Around 2005,2006,Men,,0.1,7.5,35.8,59.1,69,78.5,81.3,,,,,x,Survey,DHS,Swaziland 2006-2007 Demographic and Health Survey,,,
Swaziland,748,Around 2005,2006,Women,,6.9,32.8,53.3,61.5,66.5,66.5,62.2,,,,,x,Survey,DHS,Swaziland 2006-2007 Demographic and Health Survey,,,
Swaziland,748,Latest,2007,Men,,1.8,8.7,31.7,56.9,71.2,79.4,83,85.4,87.2,86,86.3,x,Census,UNSD,,,,
Swaziland,748,Latest,2007,Women,,6.8,31.1,51.4,63.4,70.6,73.4,75,74.2,73.4,72.1,68.6,x,Census,UNSD,,,,
Sweden,752,Around 1970,1970,Men,,0.2,16.7,57.3,75.5,79.8,80,79.8,80.4,79,77.5,65.2,,Census,UNSD,,,,
Sweden,752,Around 1970,1970,Women,,2.3,39.1,73.5,83.2,85,84.3,82,79,73.2,64.6,36.8,,Census,UNSD,,,,
Sweden,752,Around 1985,1985,Men,,0.1,3.3,20.8,44.1,59.4,66.8,70,72,73.1,74.2,67.2,,Estimate,UNSD,,,,
Sweden,752,Around 1985,1985,Women,,0.5,9.9,35.8,56.7,66.8,70.5,72,72.7,71.3,66.5,38.6,,Estimate,UNSD,,,,
Sweden,752,Around 1995,1995,Men,,0.1,2.4,16.3,35.9,49.8,57.8,62.8,66.3,68.9,70.9,66.4,,Estimate,UNSD,,,,
Sweden,752,Around 1995,1995,Women,,0.5,7.6,28.6,47.5,58.2,63,65.1,66.6,67,65,39.3,,Estimate,UNSD,,,,
Sweden,752,Around 2005,2003,Men,,0.1,2.2,11.1,28.7,40.9,47.5,52.8,58,62.6,66.5,65.1,,Census,UNSD,,,,
Sweden,752,Around 2005,2003,Women,,0.5,6.4,20.2,39.4,47.9,52.8,56.7,60.2,62.4,62.2,39.9,,Census,UNSD,,,,
Sweden,752,Latest,2010,Men,,0.1,2.5,12.9,30.4,43.3,48.2,49.3,52.4,56.7,62,63.8,,Estimate,UNSD,,,,Population statistics are compiled from registers.
Sweden,752,Latest,2010,Women,,0.5,7,22.2,40.9,50.4,51.8,51.5,54.6,57.9,59.8,42.2,,Estimate,UNSD,,,,Population statistics are compiled from registers.
Switzerland,756,Around 1970,1970,Men,,0.2,17.5,58.8,76.3,80.2,81,81.7,82.1,81.1,80.2,68.8,,Census,UNSD,,,,
Switzerland,756,Around 1970,1970,Women,,3.6,43.7,74.7,82.3,82.7,80.7,77.2,73,67.4,59,33.7,,Census,UNSD,,,,
Switzerland,756,Around 1985,1980,Men,,0.1,8.5,42.2,68.2,76.5,79,80.5,81.6,82.1,81.4,71.2,,Census,UNSD,,,,
Switzerland,756,Around 1985,1980,Women,,1.5,25.8,62.3,76.7,79.2,79.6,78.3,75.1,69.6,62.3,35.2,,Census,UNSD,,,,
Switzerland,756,Around 1995,1995,Men,,0.2,6.6,31.9,60,73,77.4,78.8,80.3,82,82.8,75.2,,Estimate,UNSD,,,,
Switzerland,756,Around 1995,1995,Women,,1.4,17.8,49,69.3,75.4,75.7,75.2,74.3,72.6,67.9,38.7,,Estimate,UNSD,,,,
Switzerland,756,Around 2005,2005,Men,,0.1,4.8,21.4,44.2,61.1,69.6,73.7,75.7,77.1,78.9,76,,Estimate,UNSD,,,,
Switzerland,756,Around 2005,2005,Women,,0.7,12.4,35.1,58.7,69.4,72.1,72.3,71.3,70.5,67.9,43.4,,Estimate,UNSD,,,,
Switzerland,756,Latest,2009,Men,,0.1,4.6,20.8,42.7,58.1,65.9,69.8,72.6,74.4,76.5,75.3,,Estimate,UNSD,,,,
Switzerland,756,Latest,2009,Women,,0.7,11.9,33.6,56.2,67.1,69.2,69.2,69.1,68.4,66.9,44.5,,Estimate,UNSD,,,,
Syrian Arab Republic,760,Around 1970,1970,Men,,4.1,23.7,64.7,86.7,93.2,95.1,95.6,94.6,93.9,91.9,84.5,,Census,UNSD,,,,
Syrian Arab Republic,760,Around 1970,1970,Women,,27.3,69,87.2,91.7,92.3,88.9,85.8,75.9,71.4,55.9,35,,Census,UNSD,,,,
Syrian Arab Republic,760,Around 1985,1981,Men,,3.8,25.1,66.8,88.8,95,96.4,97,96.7,96.2,93.9,85.8,,Census,UNSD,,,Including registered Palestinian refugees.,
Syrian Arab Republic,760,Around 1985,1981,Women,,24.6,63.5,82.7,89.2,91,89.8,87.9,81.2,75.9,63.1,42.4,,Census,UNSD,,,Including registered Palestinian refugees.,
Syrian Arab Republic,760,Latest,2001,Men,x,0.2,9,38.1,72.7,91.9,95.6,97.4,96.9,96.9,96.5,93.1,,Survey,PAPFAM,Syrian Arab Republic 2001 Family Health Survey,Data shown for age group 65+ pertain age group 65-69.,,
Syrian Arab Republic,760,Latest,2001,Women,x,10.8,42.4,60.9,77.5,86.3,88.9,87.5,82.7,80.1,71.7,65.8,,Survey,PAPFAM,Syrian Arab Republic 2001 Family Health Survey,Data shown for age group 65+ pertain age group 65-69.,,
Tajikistan,762,Around 1970,1970,Men,x,4.5,30,78.7,91.3,95,95.3,95.9,94.8,94.3,91.9,,,Census,National statistics,,"Data shown for age groups 15-19 and 60-64 pertain to age groups 18-19 and 60-69, respectively.",,
Tajikistan,762,Around 1970,1970,Women,x,40.4,76.4,91.2,90.9,91.4,85.4,80.1,68.5,58.3,38.9,,,Census,National statistics,,"Data shown for age groups 15-19 and 60-64 pertain to age groups 18-19 and 60-69, respectively.",,
